idx_quest_ref,rater1,rater2,stu_answer
4_6,5,5,"لأنه عندما يتجمد الماء إلى 3 درجات مئوية تقل كثافته فيطفو على السطح و بذلك يعمل كطبقة فاصلة على الماء أسفله فى درجة حرارة تناسب حياة الكائنات الحية.
"
4_6,5,5,"لأن عند إنخفاض درجة حرارة المياه السطحية إلى 3 درجات مئوية يتممد الماء و تصبح كثافته أقل فيطفو على السطح ثم يتجمد و لذلك يحافظ على الأحياء من التجمد.
"
4_6,5,5,"بسبب انخفاض درجة حرارة المياه السطحية إلى 3 درجات مئوية فيتمدد الماء و تقل كثافته و يطفو إلى السطح ثم يتجمد مما يحافظ على الأحياء المائية أسفله من التجمد.
"
4_6,0,0,"لطبيعة أجسامها التى تتكيف بها فى جميع الاوضاع.
"
4_6,0,0,"لأنها تخرج من أجسامها مواد تساعد على تدفئة الوسط فلا تتجمد.
"
4_6,4,4,"تطفو الكائنات الحية إلى السطح عندما تصل درجة الحرارة إلى 3 درجات مئوية.
"
4_6,5,5,"عندما تصل درجة الحرارة إلى 3 درجات مئوية يتمدد الماء و تقل كثافته و تطفو الكائنات إلى السطح قبل تجمد المياه.
"
4_6,5,5,"لأن عندما تنخفض درجة الحرارة إلى 3 درجات مئوية يتمدد الماء و تصبح كثافته اقل فيطفو على السطح ثم يتجمد مما يحافظ على الاحياء فتعمل الثلوج كعازل لدرجة الحرارة الخارجية.
"
4_6,3,2,"تطفو الكائنات البحرية إلى السطح قبل التجمد نتيجة كثافة المياه.
"
4_6,4,3,"تطفو الكائنات البحرية إلى المياه السطحية قبل التجمد و بعد تجمد المياه تتكون طبقة فاصلة من الثلوج.
"
4_7,4,4,"لأن النظام البيئى المعقد يصعب تدميره.
"
4_7,5,5,"لأن النظام البيئى المعقد يصعب تدميره لما يوجد لديه من بدائل كثيرة أما النظام البيئى البسيط يسهل تدميره.
"
4_7,3,2,"لأنه لا يتاثر بالتغيرات البيئة المختلفة.
"
4_7,4,4,"لأن النظام البيئى المعقد يصعب تدميره و النظام البيئى البسيط  يسهل تدميره.
"
4_7,3,2,"لا يتاثر النظام البيئى المعقد بأى تغيرات تحدث نتيجة تماسك مكوناته.
"
4_7,2,2,"يساعد التعقيد على سلامة النظام مهما حدث من تغيرات بيئية.
"
4_7,4,4,"لأن النظام البيئى المعقد يصعب تدميره و النظام البيئى البسيط يسهل تدميره.
"
4_7,5,5,"لأن هذا التعقيد هو أحد العوامل الأساسية فى سلامة كل نظام بيئى إذ أنه يحد من أثر التغيرات الإيكولوجية.
"
4_7,3,3,"بسبب تنوع مكونات النظام البيئى التى تتفاعل مع بعضها لتصبح أكثر إستقرارا.
"
4_7,4,4,"لصعوبة تدمير النظام البيئى المعقد لترابط مكوناته.
"
4_8,5,5,"بسبب وجود عوامل فيزيائية و كيميائية و كائنات حية و علاقات متبادلة و متشابكة بين الكائنات الحية و المكونات الغير حية مما يعنى وجود شبكة من العلاقات الغذائية داخل النظام الايكولوجى.
"
4_8,4,3,"نظرا للتفاعلات المتبادلة بين الكائنات الحية و الكائنات الغير حية.
"
4_8,5,5,"بسبب وجود عوامل فيزيائية و كيميائية و كائنات حية و علاقات متبادلة و متشابكة بين الكائنات الحية و المكونات الغير حية مما يعنى وجود شبكة من العلاقات الغذائية داخل النظام الايكولوجى.
"
4_8,1,1,"لأن تشابك العلاقات يؤدى إلى الإستقرار.
"
4_8,1,1,"لأن هذا التشابك يصعب تدميره و يساعد على الإستقرار.
"
4_8,5,5,"لأن النظام البيئى يحتوى على عوامل فيزيايئة و كيميائية و علاقات مترابطة  بين الكائنات الحية و الغير حية مما يساعد على تكوين شبكة من العلاقات الغذائية.
"
4_8,4,3,"لوجود علاقات و تفاعلات بين الكائنات الحية و الكائنات الغير حية.
"
4_8,4,3,"لوجود علاقات بين الكائنات المختلفة فى البيئة سواء كانت حية أو غير حية.
"
4_8,5,5,"نظرا لما يحتويه من عوامل فيزيائية و كيميائية و كائنات حية متنوعة، و علاقات متبادلة و متشابكة بين هذه الكائنات الحية من جهة و بين العوامل غير الحية من جهة أخرى.
"
4_8,1,1,"لأن هذا التشابك يصعب تدميره و يساعد على الإستقرار.
"
4_9,5,5,"لأن النظام البيئى يستخدم فضلاته فى الماء و على اليابس ، فى الماء الكائنات البحرية تخرج ثانى أكسيد الكربون فى عملية التنفس و تستخدمه النباتات البحرية فى عملية البناء الضوئى و تخرج الأكسجين ليتنفسه أحياء الماء، و على اليابس يخرج الأنسان و الحيوان ثانى أكسيد الكربون عند التنفس و تستخدمه النباتات فى عملية البناء الضوئى.
"
4_9,2,2,"تستخدم الكائنات البحرية غاز ثانى أكسيد الكربون فى عملية البناء الضوئى و تنتج غاز الأكسجين.
"
4_9,5,5,"تتغذى الطحالب على الفضلات العضوية للأسماك ثم تتغذى الأسماك على الطحالب، و تستخدم الكائنات البحرية غاز ثانى أكسيد الكربون الناتج من تنفس الكائنات الحية فى عملية البناء الضوئى و تحوله إلى أكسجين.
"
4_9,3,2,"تتغذى الأسماك على الطحالب التى تستخدم فضلات الأسماك كغذاء لها.
"
4_9,5,5,"لأن الفضلات العضوية التى تخرجها الأسماك تتغذى عليها الطحالب و تستخدم الأسماك الطحالب كغذاء لها، و كذلك تستخدم النباتات غاز ثانى أكسيد الكربون الناتج من تنفس الكائنات الحية فى عملية البناء الضوئى.
"
4_9,3,4,"حيث يعاد إستخدام الفضلات العضوية و غاز ثانى اكسيد الكربون و الاكسجين.
"
4_9,0,0,"تحلل الكائنات المحللة الفضلات لتحافظ على البيئة.
"
4_9,0,0,"تقوم الكائنات المحللة بتحليل الفضلات لتحافظ على البيئة.
"
4_9,5,5,"مثال لذلك النظام البحرى فالطحالب تستخدم فضلات الاسماك كغذاء لها و تستخدم النباتات غاز ثانى اكسيد الكربون فى عملية البناء الضوئى.
"
4_9,3,2,"حيث تستخدم بعض الكائنات الحية مثل الطحالب الفضلات كغذاء لها.
"
4_10,5,5,"لأن البحار و المحيطات متصلة ببعضها فهى تشكل بيئة ثابتة أما البيئات الأرضية منفصلة على شكل قارات و بؤر متباعدة.
"
4_10,5,5,"لأن البيئات المائية متصلة بينما البيئات الأرضية منفصلة متباعدة و تختلف عليها الظروف الفيزيائية و الكيميائية و البيولوجية كالمناخ و التربة.
"
4_10,5,5,"لأن البحار و المحيطات متصلة ببعضها فهى تشكل بيئة ثابتة أما البيئات الأرضية منفصلة على شكل قارات و بؤر متباعدة.
"
4_10,5,5,"نظرا لاتصال مياه البحار و المحيطات ببعضها البعض لذلك فهى ثابتة نسبيا عن البيئات الأرضية التى تتفاوت فى ظروفها الفيزيائية و الكيميائية و البيولوجية نظرا لانفصالها فى شكل قارات و جزر متباعدة.
"
4_10,5,4,"نظرا لأن البيئات المائية البحرية متصلة ببعضها البعض أما البيئات الأرضية غير متصلة.
"
4_10,1,0,"نتيجة ترابط و تماسك الكائنات البحرية التى تتعاون مع بعضها و تعطى ثباتا للنظام البحرى.
"
4_10,1,0,"نظرا لأن البيئات البحرية على جانب من التعقيد أكثر من البيئات الأرضية.
"
4_10,5,4,"لأن البيئات المائية البحرية متصلة ببعضها البعض عكس البيئات الأرضية التى تنفصل إلى قارات.
"
4_10,5,5,"لأن البحار و المحيطات متصلة و البيئة الأرضية منفصلة نتيجة الظروف الفيزيائية و الكيميائية و البيولوجية المختلفة.
"
4_10,1,0,"نتيجة تماسك الكائنات البحرية و تفاعلها القوى مع النظام البيئى.
"
4_11,4,4,"بسبب إرتفاع الحرارة و إزدياد البخر ، عدم وجود مصبات نهرية  و ثلاجات و سيول ، قلة الأمطار.
"
4_11,4,3,"زيادة البخر و قلة الأمطار فى البحر الأحمر و العكس فى بحر البلطيق.
"
4_11,4,4,"فى البحر الأحمر تزيد نسبة البخر، و تنقص الأمطار ، بينما فى بحر البلطيق ينقص البخر و تزداد السيول.
"
4_11,5,5,"لأن البحر الأحمر تزيد فيه نسبة البخر، و تنقص الأمطار أو مصبات الأنهار، بينما فى بحر البلطيق ينقص البخر و تزداد السيول أو مصبات الأنهار.
"
4_11,4,4,"فى البحر الأحمر تزيد نسبة البخر و تنقص الأمطار و العكس يحدث فى بحر البلطيق.
"
4_11,2,2,"لإرتفاع درجات الحرارة فى البحر الأحمر عنها فى بحر البلطيق.
"
4_11,3,2,"لإرتفاع درجة الحرارة و قلة الأمطار فى البحر الأحمر.
"
4_11,4,4,"فى البحر الأحمر تزيد نسبة البخر، و تنقص الأمطار ، بينما فى بحر البلطيق ينقص البخر و تزداد السيول.
"
4_11,2,2,"نظرا لنقص مصبات الأنهار فى البحر الأحمر و زيادتها فى بحر البلطيق.
"
4_11,3,2,"ترتفع الملوحة لزيادة نسبة البخر و قلة السيول فى البحر الأحمر.
"
4_12,5,5,"حيث تختزن مياه البحار حرارة الشمس نهارا و تسربها ليلا.
"
4_12,5,5,"حيث تختزن مياه البحار حرارة الشمس نهارا و تسربها ليلا.
"
4_12,5,5,"لأن مياه البحار تمتص حرارة الشمس نهارا و تخزنها ثم تسربها ليلا بعكس المناطق القارية التى تتفاوت فيها درجات الحرارة على مدار اليوم و السنة.
"
4_12,5,5,"لأن مياه البحار تخزن حرارة الشمس فى النهار و تسربها فى الليل مما يساعد على تدفئة الجو.
"
4_12,1,0,"تمتع المناطق الساحلية بجو دافئ نتيجة تأثير البحار و المحيطات و حرارة الشمس.
"
4_12,5,5,"فى المناطق الساحلية تخزن درجة الحرارة نهارا و تتسرب ليلا أما فى المناطق القارية فتختلف درجات الحرارة طبعا للمناخ فى هذا التوقيت.
"
4_12,1,0,"نتيجة تركيز حرارة الشمس الشديدة على البحار.
"
4_12,5,5,"لأن البحار تقوم بتخزين حرارة الشمس فى النهار و توزعها ليلا .
"
4_12,0,0,"لأن المناطق القارية تتعرض لظروف مناخية غير مستقرة.
"
4_12,5,5,"لأن مياه البحار تختزن بالنهار ثم توزع بالليل إلى الفضاء و اليابسة المحيطة فيتوفر الدفء أما فى المناطق القارية تتقلب درجات الحرارة على مدار اليوم.
"
4_13,5,5,"لأن المياه تكون جيدة الاستضاءة حتى عمق 200 متر و تقل تدريجيا حتى تنعدم تماما حتى عمق 500 متر.
"
4_13,3,3,"لوصول ضوء الشمس فى هذا العمق.
"
4_13,4,3,"لأن المياه فى هذا العمق جيدة الإستضاءة.
"
4_13,0,0,"نتيجة توافر ضغط الماء المناسب.
"
4_13,0,0,"بسبب تركيز الملوحة فى المناطق الأقل عمقا من 200 متر.
"
4_13,5,5,"لأن شدة الإستضاءة فوق هذا العمق تساعد على إكتمال عملية البناء الضوئى.
"
4_13,5,5,"لتوافر شدة الإستضاءة الكافية حيث يستطيع الضوء النفاذ حتى عمق 200 متر مما يساعد على القيام بعملية البناء الضوئى.
"
4_13,4,3,"لشدة الإستضاءة فى هذا العمق.
"
4_13,5,5,"لأن شدة الإستضاءة فوق 200 متر تساعد على القيام بعملية البناء الضوئى.
"
4_13,0,0,"لإنخفاض ضغط الماء فوق هذا العمق.
"
4_14,5,4,"يزداد ضغط الماء بمعدل ضغط جوى واحد لكل 10 متر عمق بالإضافة للضغط الجوى على سطح البحر يساوى  واحد ضغط جوى.
"
4_14,5,5,"لأن جهاز الغطس يخفف من تأثير الضغط الواقع على جسم الإنسان فى أعماق المياه التى يزيد فيها الضغط بمقدار ضغط جوى واحد لكل 10 متر.
"
4_14,5,5,"لأن ضغط الماء يزيد بقدار واحد ضغط جوى لكل عشرة متر تحت سطح المياه بالإضافة إلى الضغط الجوى على سطح البحر يساوى واحد ضغط جوى فلا يمكن الغوص بدون جهاز الغطس.
"
4_14,2,1,"لأن جهاز الغطس يقلل من حدة ضغط الماء.
"
4_14,2,1,"لأن جهاز الغطس يخفف من تأثير ضغط المياه فى الأعماق.
"
4_14,3,3,"لأنه يتعذر الغطس بدون الجهاز لإرتفاع نسبة ضغط المياه فى الأعماق الكبيرة.
"
4_14,5,5,"يزداد ضغط الماء بمعدل ضغط جوى واحد لكل 10 متر عمق بالإضافة للضغط الجوى على سطح البحر يساوى  واحد ضغط جوى فإذا أردنا الغطس فى عمق 100 متر يحتاج الإنسان لتحمل 11 ضغط جوى و هذا مستحيل بدون جهاز الغطس.
"
4_14,5,5,"لأن جهاز الغطس يخفف من تأثير الضغط الواقع على جسم الإنسان فى أعماق المياه التى يزيد فيها الضغط بمقدار ضغط جوى واحد لكل 10 متر بالإضافة إلى الضغط الجوى على السطح الذى يساوى واحد.
"
4_14,5,5,"لأن جهاز الغطس يقلل الضغط الواقع على الإنسان فى أعماق المياه حيث يزيد الضغط بمقدار ضغط جوى واحد لكل 10 متر.
"
4_14,3,2,"نتيجة الضغط الجوى الكبير فى الأعماق.
"
4_15,5,5,"حيث تعمل على إزدهار الحياة النباتية ووفرة الهائمات النباتية و الحيوانية و التى تعتبر غذاء للأسماك.
"
4_15,5,5,"لأنها تساعد النبات و الطحالب على تكوين بروتين الخلايا مما يعمل على نمو النباتات و تكاثرها.
"
4_15,5,5,"لأنها تساعد فى تكوين البروتين فى الخلايا النباتية ييما يعمل على نموها و تكاثرها ووفرة الغذاء.
"
4_15,4,4,"لأن توافر العناصر المعدنية مثل الفوسفات و النترات تساعد فى تكوين البروتين للخلايا النباتية و يعمل على تكاثرها فتزداد الثروة السمكية.
"
4_15,2,2,"لأن وفرة المغذيات يساعد على تكاثر الثورة السمكية.
"
4_15,2,2,"لأن وفرة المغذيات تساهم فى نمو و تنوع إنتاج الأسماك.
"
4_15,5,4,"لأنها تساعد النبات و الطحالب على تكوين بروتين الخلايا مما يعمل على نمو النباتات و بالتالى تزداد المغذيات للأسماك و يكثر الإنتاج.
"
4_15,5,5,"حيث تعمل على إزدهار الحياة النباتية ووفرة الهائمات النباتية و الحيوانية و التى تعتبر غذاء للأسماك و تساعد فى نموها و تكاثرها.
"
4_15,5,5,"لتوافر العناصر المعدنية التى تساعد على تكوين البروتين فى خلايا النباتات البحرية مما يعمل على نموها و تكاثرها و بالتالى زيادة الحيوانات التى تتغذى عليها فيكثر الإنتاج.
"
4_15,2,2,"لأن وفرة المغذيات تؤثر على نمو وتكاثر و تنوع الثروة السمكية.
"
4_16,5,5,"هائمات نباتية : وهى تحتوى على الكلوروفيل وتقوم بعملية البناء الضوئى و تمثل حجر الأساس فى تحضير الغذاء لباقى السلسلة ، هائمات حيوانية : وهى تشمل (أوليات – ديدان – قشريات دقيقة - يرقات) وهى تتغذى على الهائمات النباتية كآكلات العشب.
"
4_16,5,5,"لأنها نوعان نباتى ينتج الغذاء لإحتوائها على الكلوروفيل وهى منتجة ، و حيوانى تتغذى على النوع الأول مثل اليرقات الصغيرة و الحيوانات الأولية.
"
4_16,0,0,"لكثرة الهائمات البحرية و تنوعها فتحتل حلقتين.
"
4_16,3,3,"حيث يوجد هائمات نباتية و هائمات حيوانية.
"
4_16,3,3,"لأنها نوعان نباتية و حيوانية.
"
4_16,5,5,"يوجد هائمات نباتية وهى مسئولة عن عملية البناء الضوئى لوفرة الكلورقيل بها و هائمات حيوانية تتغذى على الهائمات النباتية.
"
4_16,5,5,"يوجد نوعان هائمات نباتية منتجة للغذاء لوفرة الكلوروفيل و هائمات حيوانية مستهلكة للغذاء تتغذى على الهائمات النباتية.
"
4_16,5,5,"حيث يوجد منها نوعان – النوع الأول نباتى ينتج الغذاء لوجدود الكلوروفيل الذى يساعد على إتمام عملية البناء الضوئى- و حيوانى يستهلك الغذاء المكون من النوع الأول.
"
4_16,0,0,"لأنها تعتبر غذاء لكل من النباتات و الحيوانات فبذلك تكون حلقتين فى سلسلة الغذاء.
"
4_16,5,4,"أنها تنقسم إلى هائمات نباتية منتجة للغذاء و هائمات حيوانية مستهلكة للغذاء.
"
4_17,3,2,"لأنها تقل بمقدار العشر.
"
4_17,5,5,"بسبب طول سلاسل الغذاء و تعدد حلقاتها حيث يتناقص مستوى الطاقة من مستوى إلى مستوى أخر بمقدار العشر تقريبا لذلك يتم إهدار نسبة كبيرة من الطاقة.
"
4_17,4,3,"لأن سلاسل الغذاء تتميز بالطول و تعدد الحلقات و تفقد الطاقة تدريجا بسبب هذا الطول.
"
4_17,5,5,"نتيجة طول السلاسل الغذائية مما يؤدى إلى نقصان الطاقة بمقدار العشر من مستوى لأخر.
"
4_17,3,2,"لأنها تقل بمقدار العشر من مستوى إلى أخر.
"
4_17,3,3,"يتم إهدار الطاقة بمقدار العشر عندما تنتقل من مستوى إلى أخر.
"
4_17,5,5,"نظرا لأن معظم السلاسل من آكلات اللحوم ، والسلاسل الغذائية تتسم بطولها و تعدد حلقاتها ، و يتناقص مستوى الطاقة من مستوى إلى آخر بمعدل يصل إلى العشر تقريبا لذلك يتم إهدار نسبة كبيرة من الطاقة .
"
4_17,4,3,"نظرا لطول السلاسل الغذائية و تعدد حلقاتها.
"
4_17,0,0,"لأن النباتات تستخدم هذه الطاقة فى عملية البناء الضوئى.
"
4_17,4,4,"لأن هذه السلاسل تتصف بالطول و تعدد الحلقات لذلك يتم إهدار الطاقة عن الإنتقال من مستوى لأخر.
"
4_18,0,0,"لأن البيئات المائية متصلة بينما البيئات الأرضية منفصلة و متباعدة.
"
4_18,0,0,"لأن البيئة الأرضية منفصلة عن بعضها أما البيئة المائية متصلة و متشابكة.
"
4_18,5,5,"نظرا لإختلاف الظروف المناخية و طبيعة التربة و الغطاء النباتى.
"
4_18,5,5,"لأن البيئات الأرضية تختلف عليها الظروف الفيزيائية و الكيميائية و البيولوجية كالمناخ و التربة و النبات.
"
4_18,5,5,"لتنوع الظروف الفيزيائية و الكيميائية و البيولوجية على البيئة الأرضية.
"
4_18,0,0,"لأن البيئات الأرضية متباعدة و البيئات المائية متصلة.
"
4_18,5,5,"بسبب تباين الظروف الطبيعية كالمناخ و التربة و النبات.
"
4_18,0,0,"لكثرة مكونات البيئة الأرضية من تضاريس و جبال و صخور ووديان.
"
4_18,0,0,"لأنفصال البيئات الأرضية بعضها عن بعض و إتصال البيئات المائية ببعض.
"
4_18,5,5,"بسبب إختلاف البيئات الأرضية فى الظروف المناخية و طبيعة التربة و الغطاء النباتى.
"
4_19,3,3,"لأنها تظهر و تختفى بطريقة عشوائية تبعا للظروف المناخية.
"
4_19,1,0,"نظرا لصعوبة تحديد ميقات معين لزراعتها و نموها.
"
4_19,0,0,"لأنها لا يمكن الإعتماد عليها كعنصر من عناصر غذاء الحيوانات الصحراوية.
"
4_19,3,3,"لأنها تظهر فى الشتاء فقط ثم تختفى باقى العام.
"
4_19,3,3,"لأنها تظهر فى الشتاء فقط.
"
4_19,4,4,"لأنها تظهر فى الشتاء فقط عقب سقوط الأمطار، و تذبل بحلول الجفاف فى الصيف.
"
4_19,4,4,"لأنها تظهر فى الشتاء فقط عقب سقوط الأمطار، و تختفى بحلول الجفاف فى الصيف .
"
4_19,5,5,"لأنها تظهر فى الشتاء فقط عقب سقوط الأمطار، و تذبل بحلول الجفاف فى الصيف، و تتلاشى بعد ترك بذورها فى التربة.
"
4_19,3,3,"لأن بذورها تتلاشى فى فصل الصيف نتيجة الجفاف.
"
4_19,4,4,"لأنها تنمو فى الشتاء و تذبل بحلول الجفاف فى الصيف.
"
4_20,5,5,"لزيادة قدرتها على إمتصاص المياه الجوفية حتى عمق 80 متر (الجذور العميقة) و إمتصاص قطرات الندى المتساقطة على سطح الأرض لها.
"
4_20,5,5,"حيث تمتص المياه الجوفية رأسيا – و أفقيا حيث تمتص قطرات الندى فى الصباح الباكر لكى تحصل على المياه وهذا ضمن خصائص الكساء الخضرى الدائم.
"
4_20,5,5,"رأسيا : لإمتصاص المياه الجوفية حتى عمق 80 متر، أفقيا : لإمتصاص قطرات الندى المتساقطة على التربة.
"
4_20,5,5,"تمتد جذور النباتات رأسيا لإمتصاص الماء الجوفى العميق أو أفقيا تحت سطح التربة لامتصاص قطرات الندى المتساقطة صباحا على سطح التربة.
"
4_20,3,3,"تمتد رأسيا و أفقيا لتقوم بعملية البناء الضوئى.
"
4_20,0,0,"للحصول على الماء الكافى و الوافر لنموها.
"
4_20,5,4,"تمتد رأسيا لإمتصاص الماء الجوفى و تمتد أفقيا لإمتصاص قطرات الندى.
"
4_20,3,2,"لإمتصاص المياه الجوفية و كذلك قطرات الندى المتساقطة.
"
4_20,0,0,"لإتمام عملية البناء الضوئى.
"
4_20,5,5,"تمتد الجذور رأسيا لتمتص المياه الجوفية فى الأعماق الكبيرة و أفقيا لتمتص قطرات الندى المتساقطة من التربة.
"
4_21,5,5,"لأنها تتغذى على بذور النباتات العصرية.
"
4_21,5,5,"لأن هذه الحيوانات تستخلص الماء من البذور و النباتات العصرية الصحراوية.
"
4_21,0,0,"نظرا لطبيعة أجسامها التى لا تحتاج للماء.
"
4_21,0,0,"لأنها تعوض المياه بالخصائص الفريدة المتواجدة فى أجسامهم.
"
4_21,5,5,"لأنها تستخلص الماء من البذور و النباتات العصارية التى تتغذى عليها.
"
4_21,5,5,"لأنها تستخلص الماء من البذور و النباتات العصارية .
"
4_21,0,0,"نظرا لأنها تتحصل على المياه من البذور و النباتات العصارية.
"
4_21,0,0,"لأتها تستطيع التكيف مع البيئة دون إستخدام المياه.
"
4_21,5,5,"لأنها تحصل على الماء من النباتات العصارية التى تتغذى عليها.
"
4_21,4,4,"لأن الماء متوفر فى النباتات العصارية التى تتغذى عليها.
"
4_22,5,5,"لأن الرعى المنتظم يعمل على تقليل المجموع الخضرى الذى يساعد على نقص كمية البخر و النتح فيوفر المياه اللازمة لحياة النباتات و كذلك يعمل على تقليل كمية الأعشاب المحيطة مما يوفر المياه للنباتات المعمرة فيزيد من حجمها.
"
4_22,5,4,"لأن الرعى المنتظم يفيد فى خفض نسبة البخر و النتح.
"
4_22,5,5,"لأن الرعى المنتظم يفيد فى تقليل نسبة النتح و البخر و تقليل المجموع الخضرى.
"
4_22,1,0,"لأن ذلك لا يؤدى إلى تآكل الغطاء النباتى.
"
4_22,0,0,"تضار النباتات إذا كان الرعى جائرا بسبب تآكل الغطاء النباتى.
"
4_22,5,5,"الرعى المنظم يساعد فى خفض نسبة النتح و البخر و إزالة أجزاء من المجموع الخضرى.
"
4_22,5,5,"لأنه يعمل على تقليل المجموع الخضرى الذى يساعد على نقص كمية البخر و النتح.
"
4_22,1,0,"لأن ذلك لا يؤدى إلى عوامل التعرية و إنجراف التربة.
"
4_22,1,0,"لأن الرعى المنظم يحافظ على التربة من عوامل التعرية و الإنجراف.
"
4_22,5,4,"الرعى المنظم يعمل على تقليل النتح و البخر.
"
4_23,3,2,"بسبب الرعى الجائر.
"
4_23,4,4,"لزيادة نمو السكان و الرعى الجائر.
"
4_23,3,2,"ينتج ذلك نتيجة الرعى الغير منظم (الجائر).
"
4_23,5,5,"لزيادة نمو السكان و الرعى الجائرللحيوانات مما يساعد على تآكل التربة بمعدل يصل إلى 700 طن / كم مربع / سنة.
"
4_23,4,4,"لزيادة نمو السكان و الرعى الجائر لحيواناتهم مما أدى إلى تآكل التربة .
"
4_23,3,3,"بسسب تآكل التربة الناتج من الرعى الجائر للحيوانات.
"
4_23,4,4,"نتيجة النمو الكبير للسكان و الرعى الغير منظم للحيوانات.
"
4_23,5,5,"تتآكل التربة بمقدار 700 طن / كم فى العام الواحد نتيجة النوم السكانى و الرعى الجائر.
"
4_23,0,0,"لعدم وفرة الماء مما يساعد على زيادة عوامل التعرية المختلفة.
"
4_23,3,2,"للزيادة الرهيبة فى النمو السكانى.
"
4_24,0,0,"بسبب القطع الجائر للأشجار و الصيد الجائر للحيوانات.
"
4_24,4,4,"لأن الإنسان بنى المدن على الأراضى الخصبة و أيضا أنشأ فوقها المصانع فأدى ذلك إلى إختلال التوازن فيها.
"
4_24,5,5,"لأن البيئة المصنوعة تسئ للبيئة الطبيعية بسبب تلوث البيئة و إستخدام المبيدات و البناء على الأراضى الزراعية.
"
4_24,5,4,"البيئة المصنوعة تؤدى إلى تلوث البيئة و إختلال التوازن البيئى.
"
4_24,5,5,"لما يقوم به الإنسان من أفعال تضر بالبيئة مثل التلوث و إستخدام المبيدات و القطع الجائر للاشجار و الصيد الجائر للحيوانات.
"
4_24,5,5,"لأن الإنسان يضر بالبيئة الطبيعة بسبب مخلفات المصانع و إستخدام المبيدات و قطع الاشجار و البناء على الأراضى الزراعية.
"
4_24,3,2,"نظرا للتصرف الخاطئ للإنسان مع موارد البيئة الطبيعة مما يؤثر عليها.
"
4_24,5,5,"لأن البيئة المصنوعة قد تسئ للبيئة الطبيعية عندما يسمح الإنسان لمخلفات الصناعة بتلويث البيئة أو إستخدام مبيدات تخل التوزان البيئى.
"
4_24,5,5,"نتيجة الأفعال الخاطئة التى يقوم بها الإنسان مثل إلقاء مخلفات المصانع فى البحار و عوامل تلوث البيئة و البناء على الأراضى الزراعية و الصيد الجائر للحيوانات.
"
4_24,5,4,"لأن البيئة المصنوعة تؤدى إلى تلوث البيئة و إختلال التوازن البيئى.
"
